"IMAGE	MEDICINE_NAME	GENERIC_NAME	DISEASE	DESCRIPTION",,
"2920.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2921.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2922.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2923.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2924.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2925.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2926.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2927.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2928.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2929.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2930.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2931.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2932.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2933.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2934.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2935.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2936.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2937.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2938.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2939.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2940.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2941.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2942.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2943.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2944.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2945.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2946.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2947.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2948.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2949.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2950.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2951.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2952.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2953.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2954.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2955.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2956.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2957.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2958.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2959.png	Telfast	Fexofenadine Hydrochloride	Allergic Rhinitis	Telfast contains Fexofenadine Hydrochloride for allergic rhinitis. It is a non-sedating antihistamine for allergy relief.",,
"2960.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2961.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2962.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2963.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2964.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2965.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2966.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2967.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2968.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2969.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2970.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2971.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2972.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2973.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2974.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2975.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2976.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2977.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2978.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2979.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2980.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2981.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2982.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2983.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2984.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2985.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2986.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2987.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2988.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2989.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2990.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2991.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2992.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2993.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2994.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2995.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2996.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2997.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2998.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
"2999.png	Tridosil	Azithromycin Dihydrate	Bacterial Infection	Tridosil contains Azithromycin Dihydrate for bacterial infection. It is a macrolide antibiotic that inhibits bacterial protein synthesis.",,
